pair,partnership_runs
KM Jadhav & NLTC Perera,2
P Kumar & SD Chitnis,2
M Kartik & R Sharma,2
LRPL Taylor & STR Binny,2
LR Shukla & Yashpal Singh,2
A Manohar & Shubman Gill,2
RJ Gleeson & TU Deshpande,2
A Mishra & S Nadeem,2
Kuldeep Yadav & M Prasidh Krishna,2
Kartik Tyagi & VR Aaron,2
Kamran Khan & SK Warne,2
KS Williamson & NV Ojha,2
MG Johnson & R Dhawan,2
A Mithun & M Kaif,2
MJ Guptill & PA Patel,2
A Mithun & R Vinay Kumar,2
UT Yadav & V Kohli,2
A Nortje & Rasikh Salam,2
A Singh & MM Patel,2
A Nehra & UT Yadav,2
NM Coulter-Nile & R Parag,2
Mohammed Shami & R Shukla,2
NS Naik & PJ Cummins,2
AA Jhunjhunwala & DT Christian,2
MS Dhoni & UT Khawaja,2
MS Dhoni & Simarjeet Singh,2
AB Agarkar & Mashrafe Mortaza,2
AB Barath & Yuvraj Singh,2
MS Bisla & Shakib Al Hasan,2
AB Dinda & M Kartik,2
AB Dinda & Shoaib Akhtar,2
A Nehra & CRD Fernando,2
A Nehra & BB Sran,2
AB de Villiers & Navdeep Saini,2
AB de Villiers & VH Zol,2
MK Tiwary & SP Goswami,2
MK Tiwary & MV Boucher,2
AC Thomas & M Kartik,2
AC Voges & SK Warne,2
AR Patel & Kumar Kushagra,2
LR Shukla & SE Bond,2
A Mishra & R Bhatia,2
B Akhil & DW Steyn,2
JP Faulkner & KK Nair,2
A Mishra & DB Ravi Teja,2
KL Nagarkoti & Shivam Mavi,2
Arjun Tendulkar & N Wadhera,2
RR Rossouw & V Kohli,2
R Shepherd & Tilak Varma,2
JO Holder & PK Garg,2
RR Rossouw & YV Takawale,2
JM Sharma & NT Ellis,2
JJ Roy & SK Raina,2
V Kohli & VH Zol,2
Jaskaran Singh & RJ Harris,2
JJ Bumrah & SZ Mulani,2
JJ Bumrah & PP Chawla,2
JH Kallis & RE van der Merwe,2
PK Garg & Sandeep Sharma,2
JDS Neesham & R Ashwin,2
JDS Neesham & KP Pietersen,2
JD Unadkat & S Nadeem,2
JD Ryder & SP Goswami,2
B Kumar & JD Unadkat,2
JC Buttler & KH Pandya,2
Jaskaran Singh & PP Ojha,2
JP Faulkner & KK Cooper,2
Ankit Sharma & CL White,2
Abdul Samad & JJ Roy,2
AS Rajpoot & DP Nannes,2
SR Watson & Vishnu Vinod,2
AS Rajpoot & R Ashwin,2
KK Ahmed & Mujeeb Ur Rahman,2
RP Singh & TL Suman,2
AS Raut & P Dogra,2
KH Pandya & PVD Chameera,2
KH Pandya & Naveen-ul-Haq,2
A Mishra & KMA Paul,2
KH Pandya & NM Coulter-Nile,2
AT Rayudu & MJ Santner,2
K Rabada & KK Nair,2
AUK Pathan & SS Tiwary,2
Abdul Basith & Dhruv Jurel,2
AT Rayudu & R Dhawan,2
Abdul Samad & WP Saha,2
Abhishek Sharma & B Kumar,2
Abhishek Sharma & Mohammad Nabi,2
KA Maharaj & SO Hetmyer,2
KA Pollard & MG Johnson,2
TM Dilshan & VY Mahesh,1
R Vinay Kumar & S Sreesanth,1
RR Raje & SS Tiwary,1
RD Chahar & SS Tiwary,1
R Vinay Kumar & SP Narine,1
S Gopal & VR Aaron,1
R Vinay Kumar & RP Singh,1
R Shukla & S Sreesanth,1
Shahid Afridi & Y Venugopal Rao,1
RA Jadeja & SB Jakati,1
S Nadeem & TA Boult,1
S Nadeem & VR Aaron,1
RD Chahar & S Dhawan,1
RE van der Merwe & UT Yadav,1
S Tyagi & SB Jakati,1
RA Tripathi & Shakib Al Hasan,1
RA Jadeja & SK Trivedi,1
SR Watson & VR Aaron,1
R Shepherd & Umran Malik,1
RV Uthappa & UT Yadav,1
V Shankar & WP Saha,1
SB Bangar & WPUJC Vaas,1
S Narwal & SK Warne,1
SA Asnodkar & Sohail Tanvir,1
HV Patel & P Parameswaran,1
R McLaren & Z Khan,1
Harmeet Singh & RG Sharma,1
G Coetzee & JJ Bumrah,1
GC Smith & M Rawat,1
GC Smith & SK Warne,1
GD McGrath & VY Mahesh,1
GJ Maxwell & MA Agarwal,1
Gurkeerat Singh & I Udana,1
R Dhawan & Shivam Sharma,1
Gurkeerat Singh & MS Gony,1
Gurkeerat Singh & Swapnil Singh,1
H Klaasen & P Negi,1
HV Patel & Harpreet Singh,1
HV Patel & KS Bharat,1
HV Patel & KW Richardson,1
HV Patel & M Muralitharan,1
Harbhajan Singh & KV Sharma,1
F du Plessis & P Negi,1
EJG Morgan & NS Naik,1
DW Steyn & UT Yadav,1
DM Bravo & G Gambhir,1
DJ Hooda & S Kaul,1
DJ Hooda & STR Binny,1
DJ Willey & V Kohli,1
DL Chahar & MJ Santner,1
DL Chahar & MS Dhoni,1
DL Vettori & RR Bhatkal,1
DPMD Jayawardene & R Vinay Kumar,1
DS Kulkarni & RP Singh,1
DPMD Jayawardene & TM Srivastava,1
DR Sams & JD Unadkat,1
DR Smith & RJ Peterson,1
DR Smith & SL Malinga,1
DS Kulkarni & JD Unadkat,1
DS Kulkarni & KD Karthik,1
Harbhajan Singh & RP Singh,1
Harpreet Brar & R Dhawan,1
Karanveer Singh & MG Johnson,1
I Sharma & M Vohra,1
JO Holder & RV Uthappa,1
JR Hopes & LA Pomersbach,1
JR Philippe & S Dube,1
Joginder Sharma & T Thushara,1
K Upadhyay & Parvez Rasool,1
KA Jamieson & Mohammed Siraj,1
KA Pollard & MJ McClenaghan,1
KA Pollard & Z Khan,1
KAJ Roach & RP Singh,1
KD Karthik & NLTC Perera,1
KD Karthik & PP Ojha,1
KD Karthik & Q de Kock,1
KH Pandya & KV Sharma,1
KM Jadhav & MK Pandey,1
KMA Paul & S Dhawan,1
JM Sharma & OF Smith,1
JM Kemp & S Badrinath,1
JJ Bumrah & SS Tiwary,1
J Suchith & SS Iyer,1
I Sharma & Umar Gul,1
I Udana & Navdeep Saini,1
IK Pathan & WA Mota,1
J Botha & PP Chawla,1
J Botha & SK Warne,1
J Suchith & S Gopal,1
J Yadav & KA Pollard,1
JJ Bumrah & S Gopal,1
JA Morkel & SB Jakati,1
JC Archer & MK Lomror,1
JC Archer & TH David,1
JDS Neesham & KA Pollard,1
JE Root & SV Samson,1
JJ Bumrah & PP Ojha,1
DJ Hooda & PN Mankad,1
DH Yagnik & KK Cooper,1
DB Das & Mohammad Hafeez,1
DA Warner & SP Goswami,1
AC Gilchrist & P Dogra,1
AD Mathews & MN Samuels,1
AD Russell & Harbhajan Singh,1
AF Milne & S Badree,1
AG Paunikar & NV Ojha,1
AJ Tye & AR Patel,1
AJ Tye & Basil Thampi,1
AM Rahane & RR Raje,1
AN Ahmed & YS Chahal,1
AN Ghosh & Yashpal Singh,1
AP Tare & SS Tiwary,1
AP Tare & SV Samson,1
AR Bawne & PJ Cummins,1
AR Patel & KC Cariappa,1
AR Patel & PK Garg,1
AB de Villiers & R Rampaul,1
AB de Villiers & MF Maharoof,1
AB Dinda & M Manhas,1
A Nehra & MM Sharma,1
A Chandila & S Sreesanth,1
A Chandila & SW Tait,1
A Kamboj & Tilak Varma,1
A Kumble & V Kohli,1
A Mishra & AD Mathews,1
A Nehra & IK Pathan,1
A Nehra & R Sharma,1
AB Dinda & Imran Tahir,1
A Nortje & Lalit Yadav,1
A Singh & J Botha,1
A Singh & SK Warne,1
AA Bilakhia & TL Suman,1
AB Agarkar & I Sharma,1
AB Agarkar & MC Henriques,1
AS Yadav & RP Singh,1
AT Rayudu & DJ Bravo,1
AT Rayudu & SL Malinga,1
CH Gayle & R Rampaul,1
BCJ Cutting & SV Samson,1
BR Dunk & CJ Anderson,1
Bipul Sharma & MC Henriques,1
C de Grandhomme & M Ashwin,1
CA Ingram & HV Patel,1
CA Ingram & V Sehwag,1
CH Morris & DS Kulkarni,1
B Lee & S Sreesanth,1
CJ Jordan & NV Ojha,1
CJ Jordan & PP Chawla,1
CV Varun & Rasikh Salam,1
D Ferreira & R Powell,1
DA Miller & SPD Smith,1
DA Warner & Kuldeep Yadav,1
BCJ Cutting & RG Sharma,1
B Lee & RS Bopara,1
Abhishek Sharma & N Pooran,1
B Chipli & I Sharma,1
Ankit Sharma & B Chipli,1
Anuj Rawat & C Green,1
Anuj Rawat & S Dube,1
Anureet Singh & GJ Bailey,1
Anureet Singh & MG Johnson,1
Atharva Taide & Harpreet Singh,1
B Kumar & BB Sran,1
B Kumar & T Natarajan,1
B Kumar & Basil Thampi,1
B Kumar & DW Steyn,1
B Kumar & MK Pandey,1
B Kumar & Mohammad Nabi,1
B Kumar & Mujeeb Ur Rahman,1
B Kumar & PJ Cummins,1
KP Pietersen & MV Boucher,1
Gurkeerat Singh & KJ Abbott,1
Mohammad Nabi & Rashid Khan,1
MA Starc & SN Khan,1
MN van Wyk & SC Ganguly,1
MM Sharma & Mujeeb Ur Rahman,1
MM Patel & YK Pathan,1
MK Pandey & SN Khan,1
MK Lomror & RJW Topley,1
MK Lomror & Mayank Dagar,1
MJ McClenaghan & PA Patel,1
MD Shanaka & Mohammed Shami,1
MA Agarwal & R Vinay Kumar,1
MR Marsh & Sandeep Sharma,1
M Vijay & MK Tiwary,1
M Theekshana & MS Dhoni,1
M Prasidh Krishna & PJ Cummins,1
M Muralitharan & S Tyagi,1
M Muralitharan & RP Singh,1
M Manhas & PJ Sangwan,1
LR Shukla & SMSM Senanayake,1
LH Ferguson & Mohammed Siraj,1
MR Marsh & PP Shaw,1
MS Bisla & SMSM Senanayake,1
LA Pomersbach & Sandeep Sharma,1
P Negi & V Sehwag,1
R Ashwin & SM Curran,1
R Ashwin & SK Raina,1
PV Tambe & SK Trivedi,1
PP Ojha & Shoaib Ahmed,1
PP Chawla & TH David,1
PJ Sangwan & S Ladda,1
PJ Cummins & Shubman Gill,1
P Negi & Washington Sundar,1
P Negi & TG Southee,1
MV Boucher & R Bhatia,1
P Kumar & RA Jadeja,1
P Dogra & SK Warne,1
NL McCullum & R Sharma,1
N Jagadeesan & SP Narine,1
N Jagadeesan & S Dube,1
Mohsin Khan & Naveen-ul-Haq,1
Mohammed Shami & V Shankar,1
Mandeep Singh & RR Pant,1
LE Plunkett & SS Iyer,1
YV Takawale & Yuvraj Singh,1
LA Pomersbach & PP Chawla,1
L Balaji & M Muralitharan,1
Karanveer Singh & Sandeep Sharma,1
JP Behrendorff & RP Meredith,0
AS Rajpoot & Kartik Tyagi,0
AS Roy & Harshit Rana,0
AS Roy & MA Starc,0
RP Singh & S Sreesanth,0
AS Yadav & SB Styris,0
AS Yadav & Shahid Afridi,0
KL Rahul & R Ashwin,0
KK Ahmed & T Natarajan,0
Abdul Samad & JM Bairstow,0
P Awana & RJ Harris,0
Aman Hakim Khan & Kuldeep Yadav,0
Anirudh Singh & MD Mishra,0
OF Smith & RD Chahar,0
Ankit Sharma & DB Ravi Teja,0
Ankit Sharma & M Ashwin,0
Ankit Sharma & TP Sudhindra,0
Noor Ahmad & V Shankar,0
AS Raut & SR Watson,0
AS Joseph & Yash Dayal,0
Navdeep Saini & UT Yadav,0
AS Joseph & DA Miller,0
AK Markram & FA Allen,0
AL Menaria & S Sreesanth,0
AM Nayar & DJ Thornely,0
AM Nayar & KK Nair,0
AM Nayar & P Dogra,0
AM Nayar & Yuvraj Singh,0
AM Rahane & DS Kulkarni,0
PJ Cummins & RN ten Doeschate,0
AM Rahane & SP Goswami,0
PJ Cummins & RK Singh,0
PA Reddy & Q de Kock,0
PA Patel & Yuvraj Singh,0
PA Patel & RV Gomez,0
RP Singh & RR Powar,0
AR Patel & DR Sams,0
P Negi & VR Aaron,0
RP Singh & RV Gomez,0
Naveen-ul-Haq & Ravi Bishnoi,0
Naman Dhir & SA Yadav,0
KM Asif & Sandeep Sharma,0
Arshad Khan & KL Rahul,0
B Kumar & Shashank Singh,0
SN Thakur & Washington Sundar,0
KH Pandya & Swapnil Singh,0
B Laughlin & S Gopal,0
R Vinay Kumar & Shakib Al Hasan,0
B Lee & S Sohal,0
Mustafizur Rahman & R Tewatia,0
B Lee & SE Marsh,0
B Sai Sudharsan & Rashid Khan,0
SMSM Senanayake & YK Pathan,0
B Sumanth & Harmeet Singh,0
BA Stokes & M Vohra,0
BB Samantray & PA Patel,0
BB Sran & Bipul Sharma,0
R Vinay Kumar & YK Pathan,0
Mukesh Kumar & RR Pant,0
BMAJ Mendis & V Sehwag,0
B Kumar & S Nadeem,0
KK Ahmed & Kuldeep Yadav,0
N Rana & SW Billings,0
B Akhil & V Kohli,0
Arshdeep Singh & JM Sharma,0
Arshdeep Singh & K Rabada,0
Arshdeep Singh & OF Smith,0
Arshdeep Singh & Ravi Bishnoi,0
NM Coulter-Nile & SV Samson,0
Avesh Khan & Ravi Bishnoi,0
Avesh Khan & S Lamichhane,0
B Chipli & BJ Rohrer,0
N Rana & UT Yadav,0
NLTC Perera & RV Gomez,0
R Vinay Kumar & RR Bhatkal,0
SP Jackson & Shivam Mavi,0
SP Jackson & SW Billings,0
R Vinay Kumar & RR Powar,0
KK Ahmed & Sandeep Sharma,0
NK Patel & NV Ojha,0
PJ Cummins & SP Jackson,0
AJ Finch & SP Narine,0
AJ Finch & TL Suman,0
A Nehra & S Kaul,0
A Nortje & C Sakariya,0
A Nortje & KK Ahmed,0
PV Tambe & S Kaushik,0
A Nortje & R Ashwin,0
A Nortje & RR Pant,0
A Singh & GB Hogg,0
R Sanjay Yadav & Ramandeep Singh,0
A Singh & SK Trivedi,0
KM Jadhav & SM Curran,0
A Symonds & AC Blizzard,0
A Tomar & VR Iyer,0
A Uniyal & AD Mascarenhas,0
A Zampa & R Bhatia,0
PP Ojha & RG Sharma,0
AA Chavan & GB Hogg,0
AA Jhunjhunwala & CJ Ferguson,0
AA Jhunjhunwala & S Narwal,0
A Nortje & Abishek Porel,0
Kartik Tyagi & Mustafizur Rahman,0
Basil Thampi & JP Faulkner,0
PVD Chameera & Ravi Bishnoi,0
A Badoni & PVD Chameera,0
A Badoni & Yudhvir Singh,0
A Chandila & OA Shah,0
R Bishnoi & R Dravid,0
R Bhatia & VY Mahesh,0
A Choudhary & S Badree,0
R Bhatia & V Sehwag,0
A Kumble & A Mithun,0
KR Sen & M Prasidh Krishna,0
A Kumble & Z Khan,0
A Mishra & CL White,0
A Mishra & DT Christian,0
A Mishra & IK Pathan,0
A Mishra & Y Nagar,0
A Mithun & DL Vettori,0
A Mukund & MS Gony,0
PWH de Silva & Sachin Baby,0
AB Agarkar & AB Dinda,0
KM Jadhav & Rashid Khan,0
PP Chawla & SZ Mulani,0
AB Agarkar & S Nadeem,0
AD Mathews & MA Agarwal,0
PK Garg & T Natarajan,0
AD Mathews & R Sharma,0
AD Nath & DW Steyn,0
AD Nath & KD Karthik,0
AD Russell & AS Roy,0
PK Garg & Rashid Khan,0
AD Russell & Kuldeep Yadav,0
AF Milne & KA Pollard,0
AF Milne & KM Jadhav,0
AF Milne & RD Chahar,0
PJ Sangwan & VY Mahesh,0
AF Milne & TA Boult,0
Sandeep Sharma & VR Aaron,0
Kartik Tyagi & Shashank Singh,0
AJ Finch & AT Rayudu,0
AJ Finch & JR Philippe,0
Shivam Mavi & TG Southee,0
Shivam Mavi & TK Curran,0
Shoaib Ahmed & TL Suman,0
AB de Villiers & CH Morris,0
AB Agarkar & Y Nagar,0
AB Dinda & AD Mathews,0
PP Chawla & RS Bopara,0
T Stubbs & Tilak Varma,0
R Sharma & RJ Harris,0
AB Dinda & MK Pandey,0
AB Dinda & YS Chahal,0
R Sharma & RV Uthappa,0
Shoaib Ahmed & WPUJC Vaas,0
PN Mankad & Ravi Bishnoi,0
AC Gilchrist & LA Pomersbach,0
PK Garg & V Shankar,0
AC Thomas & R Sharma,0
AD Mascarenhas & Gurkeerat Singh,0
AD Mathews & AM Nayar,0
Shoaib Ahmed & Y Venugopal Rao,0
KH Pandya & Ravi Bishnoi,0
Mohammed Siraj & UT Yadav,0
Basil Thampi & WP Saha,0
HH Pandya & Yuvraj Singh,0
K Gowtham & Q de Kock,0
RR Powar & TM Srivastava,0
M Shahrukh Khan & NT Ellis,0
M Rawat & MM Patel,0
HV Patel & MG Bracewell,0
HV Patel & SA Abbott,0
Rasikh Salam & Sumit Kumar,0
HV Patel & STR Binny,0
M Prasidh Krishna & Shivam Mavi,0
Harbhajan Singh & NLTC Perera,0
RK Bhui & T Stubbs,0
Harmeet Singh & PP Ojha,0
Rashid Khan & SP Goswami,0
JR Philippe & Washington Sundar,0
Harmeet Singh & RJ Harris,0
Harmeet Singh & RP Singh,0
L Ronchi & RV Uthappa,0
HR Shokeen & JJ Bumrah,0
HH Pandya & JC Buttler,0
MF Maharoof & V Sehwag,0
M Vijay & PA Patel,0
G Coetzee & PP Chawla,0
GB Hogg & UT Yadav,0
MD Shanaka & Noor Ahmad,0
L Balaji & SK Raina,0
MD Shanaka & MM Sharma,0
GH Vihari & HV Patel,0
GH Vihari & K Rabada,0
GHS Garton & KS Bharat,0
MD Mishra & MK Pandey,0
L Balaji & SP Narine,0
MA Starc & S Aravind,0
Gurkeerat Singh & M Vohra,0
K Kartikeya & PP Chawla,0
M Vohra & P Kumar,0
H Klaasen & JC Archer,0
H Klaasen & JC Buttler,0
H Klaasen & MP Stoinis,0
Harpreet Singh & LS Livingstone,0
Harshit Rana & UT Yadav,0
M Muralitharan & MS Gony,0
M Morkel & S Nadeem,0
JDP Oram & SB Jakati,0
LPC Silva & RG Sharma,0
JDS Neesham & SA Yadav,0
LH Ferguson & SN Thakur,0
JJ Bumrah & M Ashwin,0
RJ Harris & RP Singh,0
JJ Bumrah & RP Meredith,0
LH Ferguson & R Tewatia,0
JJ Bumrah & SA Yadav,0
RT Ponting & SC Ganguly,0
JP Duminy & RG Sharma,0
JJ Bumrah & TS Mills,0
JJ van der Wath & V Kohli,0
JL Denly & Shubman Gill,0
LH Ferguson & M Prasidh Krishna,0
JP Duminy & L Ronchi,0
JO Holder & KL Rahul,0
JD Unadkat & Washington Sundar,0
JC Buttler & JD Unadkat,0
JP Duminy & V Pratap Singh,0
M Manhas & TD Paine,0
M Morkel & RE van der Merwe,0
IC Pandey & M Manhas,0
M Morkel & MM Patel,0
IR Jaggi & KC Sangakkara,0
Iqbal Abdulla & TS Mills,0
Iqbal Abdulla & YS Chahal,0
M Markande & PJ Sangwan,0
J Fraser-McGurk & SD Hope,0
M Ashwin & Mujeeb Ur Rahman,0
J Suchith & R Shepherd,0
RV Uthappa & TD Paine,0
J Suchith & R Vinay Kumar,0
M Jansen & RD Chahar,0
J Theron & PP Chawla,0
M Jansen & PJ Cummins,0
M Ashwin & TS Mills,0
MD Shanaka & Rashid Khan,0
F du Plessis & N Jagadeesan,0
RR Rossouw & SN Khan,0
CJ Anderson & Mandeep Singh,0
KS Williamson & RK Bhui,0
KH Pandya & M Jansen,0
CK Kapugedera & S Badrinath,0
CK Langeveldt & WP Saha,0
CL White & W Jaffer,0
CM Gautam & Harbhajan Singh,0
Kuldeep Yadav & RR Pant,0
MS Dhoni & RV Uthappa,0
D Padikkal & Gurkeerat Singh,0
KH Pandya & KS Sharma,0
KD Karthik & Vijaykumar Vyshak,0
DA Warner & Mandeep Singh,0
Kuldeep Yadav & RV Patel,0
MP Stoinis & R Shepherd,0
DB Ravi Teja & PP Ojha,0
DB Ravi Teja & SB Bangar,0
DG Nalkande & Rashid Khan,0
CJ Anderson & V Kohli,0
CJ Anderson & Harbhajan Singh,0
MJ Clarke & MK Pandey,0
CH Morris & SW Billings,0
SK Warne & SW Tait,0
C Munro & GJ Maxwell,0
C Nanda & Harbhajan Singh,0
C Sakariya & Mustafizur Rahman,0
C Sakariya & S Gopal,0
C de Grandhomme & IR Jaggi,0
Mohammed Siraj & PWH de Silva,0
C de Grandhomme & P Negi,0
CA Ingram & CH Morris,0
Mohammed Siraj & PA Patel,0
RR Bhatkal & V Kohli,0
CA Pujara & RR Bhatkal,0
Mohammed Shami & Ravi Bishnoi,0
CH Morris & D Padikkal,0
Mohammed Shami & PJ Cummins,0
CH Morris & R Bhatia,0
CH Morris & S Gopal,0
Kuldeep Yadav & Shubman Gill,0
DJ Bravo & P Kumar,0
DJ Hooda & Naveen-ul-Haq,0
MN Samuels & RR Pant,0
S Ladda & UT Yadav,0
DR Sams & HR Shokeen,0
L Balaji & R Ashwin,0
DR Sams & KA Jamieson,0
DR Shorey & MS Dhoni,0
MK Pandey & R Sharma,0
KA Pollard & RJ Peterson,0
S Gopal & SPD Smith,0
DR Smith & SM Pollock,0
DR Smith & YV Takawale,0
S Dube & Sameer Rizvi,0
L Balaji & R Dhawan,0
DS Kulkarni & JP Faulkner,0
MJ Santner & MM Ali,0
KA Pollard & M Jansen,0
MJ Lumb & S Sohal,0
E Lewis & KH Pandya,0
S Nadeem & SP Goswami,0
RA Tripathi & Shahbaz Ahmed,0
MK Tiwary & SN Thakur,0
S Sreesanth & U Kaul,0
DJ Hooda & PVD Chameera,0
DJ Hooda & Rashid Khan,0
RA Jadeja & T Henderson,0
MM Sharma & V Shankar,0
DJ Hooda & Sandeep Sharma,0
DJ Hussey & RA Jadeja,0
S Sreesanth & VRV Singh,0
S Sreesanth & SJ Srivastava,0
DP Vijaykumar & RP Singh,0
DJ Jacobs & RE Levi,0
Kumar Kushagra & T Stubbs,0
MM Patel & SL Malinga,0
DL Chahar & TU Deshpande,0
DL Vettori & R Vinay Kumar,0
MM Patel & RP Singh,0
MK Tiwary & SP Narine,0
KW Richardson & R Bhatia,0
